"762521,710PP1630 | 710PP1637,CAJÓN 3RA Y 4TA LIMPIEZA,""MOTOR ELÉCTRICO W22 HIGH EFFICIENCY 4HP 4 POLOS IEC IE2 FRAME 100L 380V 50HZ CAJA DE CONEXIÓN SUPERIOR CLASE F F.S. 1,15 CONSIDERA KIT IP66"",WEG";;;;;;;;;;;;;;;;;;;
753369,710PP2002 | 710PP2004 | 710PP2005,,,ABB MOTORS;;;;;;;;;;;;;;;;;;;
SIN CODIGO,710PP2005 | 710PP2006 | 710PP2007 | 710PP2008,TK DE DERRAMES,MOTOR 4 POLOS CLASE 1/ CODE H S.F. 1.0/ ENCL. TEFC TYPE PLP N° 1W028B15 DRIVE 6310ZC3? OPP 6310ZC3,CROW TRITON;;;;;;;;;;;;;;;;;;;
SIN CODIGO,710PP2009,BOMBA DE PISO,MOTOR 4 POLOS CLASE 1/ CODE H S.F. 1.0/ ENCL. TEFC TYPE PLP N° 1W028B15 DRIVE 6313ZC3 OPP 6211ZC3,CROW TRITON;;;;;;;;;;;;;;;;;;;
"761756,710tk1512,,""MOTOR ELECTRICO W22 NEMA PREMIUM EFFICIENCY 20 HP 4P 254/6TC 3F 230/460//380 V 60//50 HZ IC411 - TEFC - CON PIES. ALTITUD 1000 M.S.N.M. REFRIGERACIÓN TEFC TOTALLY ENCLOSED FAN COOLED - IC411 CATEGORÍA B DE ACUERDO A LA NORMA NEMA MG-1 RÉGIMEN DE SERVICIO S1 MATERIAL DE LA CARCASA HIERRO FUNDIDO FRECUENCIA 60 HZ CLASE DE AISLAMIENTO F (DT=80K) TEMPERATURA AMBIENTE MÁXIMA 40°C TEMPERATURA AMBIENTE MÍNIMA -20°C ALIMENTACIÓN TRIFÁSICO GRADO DE PROTECCIÓN IP55 SENTIDO DE GIRO AMBOS FACTOR DE SERVICIO 1,25 NORMA NEMA MÉTODO DE ARRANQUE DIRECTA"",WEG";;;;;;;;;;;;;;;;;;;
SIN CODIGO,720PP15350102,,,WEG;;;;;;;;;;;;;;;;;;;
"342766,720PP1565 | 720PP1566 | 720PP1567,BOMBA DESCARGA NASH (1565) BOMBA ALIMENTACIÓN NASH (1566-1567) PLANTA MOLIBDENO,""MOTOR ELÉCTRICO BOMBA ALIMENTACIÓN REACTIVO NASH MOTOR ELECTRICO US MOTORS 10 HP 2945 RPM FRAME 254T 380 VOLT 14.3 AMPERES, ID: J04-20019263-100-M S18 001."",US MOTOR";;;;;;;;;;;;;;;;;;;
"345769,720PP1568 | 720PP1569 | 720PP1570 | 720PP1601 | 720PP1602,BOMBA DESCARGAR DIESEL (1568) BOMBA TRANSF. DE DIESEL (1569-1570) BOMBA ALIM P4000 (1601-1602),""MOTOR ELECTRICO 3 HP, FRAME 184T, 1465 RPM";" SF 1.15 TYPE CE, ENCL TE, INS F, CODE L DES B, 380 V, 4.8 AMP,1.5 KVAR, 89.5 EFF 79 PF ID #J04-04659930-100-M S18 001 TAG 740FL1501-09, 720PP1569/1570/1601/ 1602/1606, PARA : PLANTA DE MOLIBDENO PUERTO PATACHE Modelo: 03652329, Motor Jaula de ardilla. Rod. Eje 30BC02J3 Rod. Vent. 30BC02J3"",US MOTOR";;;;;;;;;;;;;;;;;;
"454157,720PP1568 | 720PP1569 | 720PP1570 | 720PP1601 | 720PP1602,BOMBA DESCARGAR DIESEL (1568) BOMBA TRANSF. DE DIESEL (1569-1570) BOMBA ALIM P4000 (1601-1602),""REPARADO MOTOR ELECTRICO 3 HP, FRAME 184T, 1465 RPM";" SF 1.15 TYPE CE, ENCL TE, INS F, CODE L DES B, 380 V, 4.8 AMP,1.5 KVAR, 89.5 EFF 79 PF ID #J04-04659930-100-M S18 001 TAG 740FL1501-09, 720PP1569/1570/1601/ 1602/1606, PARA : PLANTA DE MOLIBDENO PUERTO PATACHE Modelo: 03652329, Motor Jaula de ardilla. Rod. Eje 30BC02J3 Rod. Vent. 30BC02J3"",US MOTOR";;;;;;;;;;;;;;;;;;
"426221,720PP1624,BOMBA PISCINA DERRAMES DE REACTIVOS,""BOMBA POZO MODELO BS 2740.390 MT CAUDAL 60 M3/H";" ALTURA MANOMETR 17,5 MCA MATERIAL ACERO INOX. LIQUIDO A IMPULSAR: AGUA POTENCIA MOTOR 6,3 KW, 380 VOLT 50 HZ PESO APROX. 80 KG. Marca: Flygt Modelo: BS 2740.390 MT , 8,5HP, 2820 RPM, 380V, 50Hz, 12 A."",FLYGT PUMP";;;;;;;;;;;;;;;;;;
345777,720PP1701,BOMBA DOSIFICADORA DE NASH,MOTOR ELECTRICO 2 HP 1425 RPM; FRAME FE 145TC ; 190/380 V. 8/4 AMP. ; 1.15 SF. PARA BOMBA DOSIFICACION HIDROSULFURO DE SODIO TAG 720PP1701/03/04/05/06/07/08/09/10/11 /12 PARA : PLANTA DE MOLIBDENO PUERTO PATACHE Modelo: HM417377 Motor Jaula de ardilla. Rod. Eje 6205ZZ Rod. Vent. 6204ZZ,Reliance Electric;;;;;;;;;;;;;;;;
342782,720PP1703 | 720PP1704 | 720PP1705 | 720PP1706 | 720PP1707 | 720PP1708 | 720PP1709 | 720PP1711 | 720PP1712,BOMBA DOSIFICADORA DE NASH,MOTOR ELECTRICO 1HP/1500RPM/380V/3/50HZ ESTANDAR MOTOR DE INDUCCION: TRIFASICO GRADO DE PROTECCION: IPW55 ; TEM. AMB.(°C): 40 ; MONTAJE : B3D AISLACION: F ; F.S.: 1.15 ; DELTA: 80 REGIMEN: SI ; TENSION(V): 220/380 FRECUENCIA(HZ): 50 ; CATEGORIA: IEC-TEFC ALTITUD(M): 1.000 CARCASA FIERRO FUNDIDO.,WEG;;;;;;;;;;;;;
456194,720PP1703 | 720PP1704 | 720PP1705 | 720PP1706 | 720PP1707 | 720PP1708 | 720PP1709 | 720PP1711 | 720PP1712,BOMBA DOSIFICADORA DE NASH,REPARADO MOTOR ELECTRICO 1HP/1500RPM/380V/3/50HZ ESTANDAR MOTOR DE INDUCCION: TRIFASICO GRADO DE PROTECCION: IPW55 ; TEM. AMB.(°C): 40 ; MONTAJE : B3D AISLACION: F ; F.S.: 1.15 ; DELTA: 80 REGIMEN: SI ; TENSION(V): 220/380 FRECUENCIA(HZ): 50 ; CATEGORIA: IEC-TEFC ALTITUD(M): 1.000 CARCASA FIERRO FUNDIDO.,WEG;;;;;;;;;;;;;
"342758,720PP1713 | 720PP1714 | 720PP1715 | 720PP1716 | 720PP1733 | 720PP1734 | 720PP1735 | 720PP1736 | 720PP1737 | 720PP1738 | 720PP1739 | 720PP1740 | 720PP1741 | 720PP1743 | 720PP1745 | 720PP1746 | 720PP1747,BOMBA DOSIFICADORA DE DIESEL (1713-1714-1715-1716) BOMBA DOSIFICADORA P4000(1733-1734-1735-1736-1737-1738-1739-1740-1741-1743-1745-1746-1747),""MOTOR ELECTRICO RELIANCE ELECTRIC 1/3 HP 1425 RPM FRAME FB56C, 380 VOLT , 0.8 AMP PARA BOMBA DOSIFICACION REACTIVO P-4000 TAG 720PP1733 A 720PP1747 ( NO INCLUYE TAG 720PP1742 Y 1744 )PLANTA DE MOLY PUERTO PATACHE"",Reliance Electric";;;;;;;;;;;;;;;;;;;
"342774,720PP1727 | 720PP1728 | 720PP1729 | 720PP1730,BOMBA DOSIFICADORA DE ACIDO,""MOTOR ELECTRICO MARCA RELIANCE ELECTRIC 3/4 HP, 1425 RPM FR FB56C,380 VOLT, 1.7 AMPER.PARA BOMBA DOSIFICAION DE REACTIVO DIESEL TAG 720PP 1713 A 1716 ACIDO SULFURICO TAG 720PP 1727 A 1730 PLANTA DE MOLIBDENO PUERTO PATACHE"",Reliance Electric";;;;;;;;;;;;;;;;;;;
"346635,740DC159602,VENTILADOR LAVADOR DE GASES,""MOTOR ELECTRICO 20 HP 2970 RPM FR 284T 380 V, 29.2 AMP, TYPE CT, ENCL TE, INSUL F, CODE H, DES A ID# J04 30029495-100R-01, PARA VENTILADOR LAVADOR DE GASES TAG 740DC1596-02 PLANTA DE MOLIBDENO PUERTO PATACHE"",US MOTOR";;;;;;;;;;;;;;;;;;;
"353524,740DR159604 | 740DR159605,?,""MOTOR ELECTRICO 30 HP, FRAME 324T, 2970 RPM, 380 V, 41 AMP. 50HZ, TYPE CE, ENCL TEINS F, CODE H, DES A, 6.7 KVAR, 93 EFF, 88.1 PF, J03 30022927-100R-01, PARA BOMBADE RECIRCULACION DE ACEITE TAG 740DR1501-04/1501-05, 740DR1501-04/1501-05, PARA : PUERTO PATACHE PLANTA MOLIBDENO"",US MOTOR";;;;;;;;;;;;;;;;;;;
"354530,740DR159610,?,""MOTOR ELECTRICO 5 HP, 2925 RPM, FR 213T TYPE CE, ENCL TE, CODE H, DES A,380 VOLT 41 AMP, 6.7 KVAR, 93 EFF, 88.1 FP, ID # J02 04659392-100-M S08-001, PARA SOPLADOR AIRE COMBUSTION TAG 740DR1501 PLANTA DE MOLIBDENO PUERTO PATACHE"",US MOTOR";;;;;;;;;;;;;;;;;;;
"22814,740DR159612,?,""MOTOR ELÉCTRICO Marca: U.S. Motors Modelo: 8P32P2ZC-P, 1.5HP, 1450rpm, 380V, 50Hz, 2.7[A], Motor Jaula ardilla, Frame 145TC Rod. Eje 35BC02JPP3 Rod. Vent. 35BC02JPP3"",US MOTOR";;;;;;;;;;;;;;;;;;;
"346643,740DR159612,?,""MOTOR ELÉCTRICO Marca: U.S. Motors Modelo: 8P32P2ZC-P, 1.5HP, 1450rpm, 380V, 50Hz, 2.7[A], Motor Jaula ardilla, Frame 145TC Rod. Eje 35BC02JPP3 Rod. Vent. 35BC02JPP3"",US MOTOR";;;;;;;;;;;;;;;;;;;
"571653,740DR159612,?,""MOTOR ELÉCTRICO Marca: U.S. Motors Modelo: 8P32P2ZC-P, 1.5HP, 1450rpm, 380V, 50Hz, 2.7[A], Motor Jaula ardilla, Frame 145TC Rod. Eje 35BC02JPP3 Rod. Vent. 35BC02JPP3"",US MOTOR";;;;;;;;;;;;;;;;;;;
"460477,740DR159612,?,""REPARADO MOTOR ELÉCTRICO Marca: U.S. Motors Modelo: 8P32P2ZC-P, 1.5HP, 1450rpm, 380V, 50Hz, 2.7[A], Motor Jaula ardilla, Frame 145TC Rod. Eje 35BC02JPP3 Rod. Vent. 35BC02JPP3"",US MOTOR";;;;;;;;;;;;;;;;;;;
"344143,740FL1501,FILTRO PLANTA MOLY,""MOTOR ELECTRICO 3 HP 980 RPM FRAME 215T 380 VOLT 5.5 AMPERES, ID:ORDE 4659546,TYPE:SO,LINE# 100. PARA:SISTEMA TRANSMISION FILTRO DE DISCO PLANTA DE MOLIBDENO PUERTO PATACHE"",US MOTOR";;;;;;;;;;;;;;;;;;;
76752,740TM1527,MECANISMO ESPESADOR DE CONCENTRADO,HIDRAULIC MOTOR G 1/2IN DWG.N024442022 FOR:OUTOKUMPU THICKENER MECHANISMS.,DANFOSS;;;;;;;;;;;;;;;;;;;
"346296,740TM1527,MECANISMO ESPESADOR DE CONCENTRADO,""HIDRAULIC MOTOR G 1/2IN DWG.N024442022 FOR:OUTOKUMPU THICKENER MECHANISMS.,DANFOSS"",";;;;;;;;;;;;;;;;;;;
"351908,750CV1507,TRANSPORTADOR DE SACOS MOLY,""MOTOR ELECTRICO 0,5 HP, 190/380 VOLT 2/1 AMP, 1425 RPM, FR 56, 50 HZ, SF 1.0 CODE L, DES B, CLASS F, ENCL TENV S/N F040114448 95007903, TRANSPORTADOR SACOS DE MOLIBDENO TAG 750CV1507"",BALDOR";;;;;;;;;;;;;;;;;;;
"543629,750CV1507,TRANSPORTADOR DE SACOS MOLY,""REPARADO MOTOR ELECTRICO 0,5 HP, 190/380 VOLT 2/1 AMP, 1425 RPM, FR 56, 50 HZ, SF 1.0 CODE L, DES B, CLASS F, ENCL TENV S/N F040114448 95007903, TRANSPORTADOR SACOS DE MOLIBDENO TAG 750CV1507"",BALDOR";;;;;;;;;;;;;;;;;;;
754444,,SHIPLOADER,MOTOR HIDRAULICO,EATON;;;;;;;;;;;;;;;;;;;
"754874,,SHIPLOADER,""MOTOR ELECTRICO 400VAC 8,5 KW 1480RPM"",THYSSENKRUPP";;;;;;;;;;;;;;;;;;;
"754876,,330BM003,""MOTOR ELECTRICO 400VAC 5,5 KW 1480RPM"",FLENDER";;;;;;;;;;;;;;;;;;;
"754874,,330BM003,""MOTOR ELECTRICO 400VAC 8,5 KW 1480RPM"",FLENDER";;;;;;;;;;;;;;;;;;;
744373,,,,;;;;;;;;;;;;;;;;;;;
370775,,,,;;;;;;;;;;;;;;;;;;;
757750,,,,;;;;;;;;;;;;;;;;;;;
80952,,,,;;;;;;;;;;;;;;;;;;;
525006,,,,;;;;;;;;;;;;;;;;;;;
81000,,,,;;;;;;;;;;;;;;;;;;;
524975,,,,;;;;;;;;;;;;;;;;;;;
508119,,,,;;;;;;;;;;;;;;;;;;;
80333,,,,;;;;;;;;;;;;;;;;;;;
751896,,,REPARADO ELECTRIC MOTOR (400 HP) (3 PH) (50 HZ) (FRAME:5811SD TE)(3300 V)(61 AMP)(TYPE: JCE)(SF:1.0)(1490 RPM) FOR:TAG NO.310CP 012A/013A/018A/019A/020A.,;;;;;;;;;;;;;;;;;;;
